trial,score,duration_ms,status,config
38,0.308554,4,Completed,"homeostasis.memory_alpha=Float(0.05000611545052522);timing.stdp_tau_minus=Float(11.412159961511417);predictive.inference_iterations=Int(2);homeostasis.meta_threshold=Float(0.1509047178902907);timing.refractory_period=Int(8);curiosity.scale=Float(0.23733229409608345);stp.use_fraction=Float(0.12407478326327978);competition.interval=Int(7);homeostasis.meta_alpha=Float(0.005346372592809232);learning.stdp_a_plus=Float(0.004284117847281535);memory.capture_threshold=Float(0.06524031733051881);learning.trace_increment=Float(0.15634257641070115);energy.cost_fire_ratio=Float(0.06403680987051613);homeostasis.target_firing_rate=Float(0.12002845350420764);network.initial_threshold=Float(0.25045506119505856);homeostasis.homeo_interval=Int(4);network.inhibitory_ratio=Float(0.14304897693056823);curiosity.habituation_rate=Float(0.9199348903826752);memory.tag_decay_rate=Float(0.005375960193196302);working_memory.decay_rate=Float(0.015110218920770618);timing.stdp_tau_plus=Float(32.079461671430494);curiosity.surprise_threshold=Float(0.02613226704116265);learning.ltp_ltd_ratio=Float(2.2312489168791214);network.initial_exc_weight=Float(0.06651278397918511);timing.stdp_window=Int(30);timing.eligibility_trace_tau=Float(67.58410727316144);learning.istdp_rate=Float(0.000883769108211568);energy.recovery_rate=Float(3.2957976409922813);energy.max_energy=Float(88.79104716209486);timing.stp_recovery_tau=Float(71.92077140135709);competition.strength=Float(0.11624426106369223);memory.consolidation_rate=Float(0.003166398630260117);working_memory.recurrent_strength=Float(0.6601453906414437);network.initial_inh_weight=Float(0.3844516114528411);energy.plasticity_cost_factor=Float(0.07701392559032279);predictive.state_learning_rate=Float(0.05925253303471313);homeostasis.homeo_eta=Float(0.1463461597022475);learning.base_learning_rate=Float(0.047563849898652144);learning.stdp_a_minus=Float(0.019966206868869768);memory.dopamine_sensitivity=Float(4.634236828571707);memory.weight_clamp=Float(2.284223176837951);working_memory.capacity=Int(6);learning.weight_decay=Float(0.004552327245907468);sleep.interval=Int(1061)"
39,0.628991,2,Completed,"competition.strength=Float(0.1111320724736741);homeostasis.memory_alpha=Float(0.0295055830279611);learning.stdp_a_plus=Float(0.027413030274075698);homeostasis.meta_threshold=Float(0.15647594942862075);learning.ltp_ltd_ratio=Float(2.114772352416714);network.inhibitory_ratio=Float(0.2274812717287525);network.initial_threshold=Float(0.12479697978701373);memory.tag_decay_rate=Float(0.01202961856895816);timing.stdp_window=Int(21);homeostasis.homeo_interval=Int(1);learning.istdp_rate=Float(0.0005722852745261709);predictive.state_learning_rate=Float(0.1832917845792351);stp.use_fraction=Float(0.10974710018135307);curiosity.surprise_threshold=Float(0.03898219585767533);memory.consolidation_rate=Float(0.005007374201996107);predictive.inference_iterations=Int(2);curiosity.scale=Float(0.18674921154667373);timing.refractory_period=Int(2);energy.cost_fire_ratio=Float(0.07768265566036166);energy.plasticity_cost_factor=Float(0.017493305680689707);learning.trace_increment=Float(0.10593761709889807);working_memory.capacity=Int(4);network.initial_inh_weight=Float(0.6318819492431083);learning.stdp_a_minus=Float(0.03157841327799913);homeostasis.meta_alpha=Float(0.006432562597429511);energy.max_energy=Float(64.81513878442699);memory.weight_clamp=Float(2.301297305454802);timing.stdp_tau_minus=Float(27.158933261446407);timing.stdp_tau_plus=Float(52.232240178210716);curiosity.habituation_rate=Float(0.9437512732413018);homeostasis.homeo_eta=Float(0.107866428291394);memory.capture_threshold=Float(0.16168639608930946);memory.dopamine_sensitivity=Float(4.337947083250142);competition.interval=Int(7);network.initial_exc_weight=Float(0.05427414845774746);timing.eligibility_trace_tau=Float(230.34438830342714);timing.stp_recovery_tau=Float(68.06016016473532);learning.weight_decay=Float(0.0010760317671336308);working_memory.decay_rate=Float(0.04065580627663429);energy.recovery_rate=Float(2.9295926657341402);homeostasis.target_firing_rate=Float(0.05340146898836863);sleep.interval=Int(2743);working_memory.recurrent_strength=Float(0.5265588806887527);learning.base_learning_rate=Float(0.050027683964936925)"
40,0.289311,2,Completed,"homeostasis.meta_threshold=Float(0.11980424399250286);predictive.inference_iterations=Int(4);learning.trace_increment=Float(0.06495230925850391);curiosity.habituation_rate=Float(0.9359575259084715);energy.recovery_rate=Float(1.5400702842837364);network.initial_threshold=Float(0.16391436896843703);learning.weight_decay=Float(0.0027316332233537997);curiosity.surprise_threshold=Float(0.03976267329108964);network.initial_exc_weight=Float(0.06200431344844501);timing.eligibility_trace_tau=Float(105.06359211985571);predictive.state_learning_rate=Float(0.17060858903699755);sleep.interval=Int(4229);homeostasis.homeo_eta=Float(0.10389998396483714);working_memory.capacity=Int(4);timing.stp_recovery_tau=Float(165.35996783416718);network.initial_inh_weight=Float(0.7634983367900127);curiosity.scale=Float(0.2277495504444813);energy.cost_fire_ratio=Float(0.06417693297708801);homeostasis.homeo_interval=Int(2);working_memory.decay_rate=Float(0.005799642721144399);homeostasis.memory_alpha=Float(0.043808814725794086);memory.tag_decay_rate=Float(0.003991504563715193);memory.consolidation_rate=Float(0.0011125559018721237);timing.refractory_period=Int(5);energy.plasticity_cost_factor=Float(0.06645030199234613);memory.weight_clamp=Float(1.0666190516358751);timing.stdp_tau_minus=Float(22.94953643762263);energy.max_energy=Float(63.17661236114255);homeostasis.meta_alpha=Float(0.002666876667101606);learning.ltp_ltd_ratio=Float(2.409221544957073);competition.interval=Int(8);memory.dopamine_sensitivity=Float(1.2574062809016104);learning.stdp_a_plus=Float(0.009895381021987504);network.inhibitory_ratio=Float(0.23263264937154782);learning.istdp_rate=Float(0.004678044639941782);stp.use_fraction=Float(0.14371281894708815);timing.stdp_tau_plus=Float(52.20128861772858);memory.capture_threshold=Float(0.1576111723919425);timing.stdp_window=Int(31);working_memory.recurrent_strength=Float(0.6644352756125003);learning.stdp_a_minus=Float(0.03900780690321881);homeostasis.target_firing_rate=Float(0.032575869970623374);competition.strength=Float(0.23015360965629894);learning.base_learning_rate=Float(0.0058452340196457776)"
41,0.374959,4,Completed,"working_memory.recurrent_strength=Float(0.7147437783341724);curiosity.surprise_threshold=Float(0.017830424674048655);energy.recovery_rate=Float(1.6829658413033388);energy.plasticity_cost_factor=Float(0.06291946144376868);working_memory.decay_rate=Float(0.043800946144340776);energy.max_energy=Float(120.15445088505616);learning.base_learning_rate=Float(0.03783939585714587);memory.capture_threshold=Float(0.06975498209236072);network.initial_exc_weight=Float(0.07393800175840455);learning.trace_increment=Float(0.11212169457276391);network.inhibitory_ratio=Float(0.20477663483581895);homeostasis.meta_threshold=Float(0.07105443238305265);homeostasis.homeo_eta=Float(0.07283151495103526);sleep.interval=Int(1887);timing.eligibility_trace_tau=Float(171.3535715409912);timing.stdp_tau_plus=Float(27.60660119997491);memory.weight_clamp=Float(2.759934470467254);timing.stp_recovery_tau=Float(136.562417700552);learning.istdp_rate=Float(0.0039409364102969266);competition.interval=Int(10);competition.strength=Float(0.14280334255723362);timing.stdp_window=Int(54);timing.refractory_period=Int(8);learning.ltp_ltd_ratio=Float(1.5490990161311577);memory.consolidation_rate=Float(0.00011248846450180013);memory.tag_decay_rate=Float(0.01141559687848566);network.initial_inh_weight=Float(0.13832227309195377);working_memory.capacity=Int(3);homeostasis.target_firing_rate=Float(0.08928504230437917);homeostasis.meta_alpha=Float(0.022291052914990825);learning.stdp_a_minus=Float(0.012553614074958863);energy.cost_fire_ratio=Float(0.03849176109500503);homeostasis.memory_alpha=Float(0.03430685320969365);curiosity.scale=Float(0.047457906950138955);curiosity.habituation_rate=Float(0.9341569812419259);network.initial_threshold=Float(0.2977727601765126);predictive.inference_iterations=Int(4);predictive.state_learning_rate=Float(0.018413724351770647);stp.use_fraction=Float(0.09500520067406008);learning.stdp_a_plus=Float(0.037660460995663995);timing.stdp_tau_minus=Float(17.232038907760764);homeostasis.homeo_interval=Int(8);learning.weight_decay=Float(0.0008874855306086796);memory.dopamine_sensitivity=Float(2.2602912705066363)"
42,0.644341,6,Completed,"homeostasis.meta_alpha=Float(0.011731771027374029);timing.refractory_period=Int(10);homeostasis.homeo_interval=Int(2);energy.plasticity_cost_factor=Float(0.10114352048401337);homeostasis.memory_alpha=Float(0.031522635091450674);timing.eligibility_trace_tau=Float(245.0443015538725);timing.stp_recovery_tau=Float(58.53510084760727);competition.interval=Int(5);energy.recovery_rate=Float(7.804479058553577);learning.weight_decay=Float(0.0012356914835459768);memory.consolidation_rate=Float(0.0037284617714650145);network.inhibitory_ratio=Float(0.21236096583594594);network.initial_inh_weight=Float(0.4857117402799688);memory.weight_clamp=Float(1.0994677599751084);sleep.interval=Int(4147);learning.trace_increment=Float(0.10277619937033769);homeostasis.meta_threshold=Float(0.11910276135176019);network.initial_exc_weight=Float(0.07333075705527578);curiosity.surprise_threshold=Float(0.010166927688793962);curiosity.habituation_rate=Float(0.9295252161283337);learning.base_learning_rate=Float(0.04042499905275763);learning.ltp_ltd_ratio=Float(2.344478148348741);stp.use_fraction=Float(0.12696860401820592);timing.stdp_tau_minus=Float(16.29777709168796);homeostasis.target_firing_rate=Float(0.08972556976595092);energy.max_energy=Float(111.81895293104904);memory.tag_decay_rate=Float(0.014397659977292098);timing.stdp_tau_plus=Float(47.03201524844207);energy.cost_fire_ratio=Float(0.05483681084700785);learning.stdp_a_plus=Float(0.04843073300026142);network.initial_threshold=Float(0.12431099657535344);predictive.inference_iterations=Int(2);learning.stdp_a_minus=Float(0.019865611430691932);predictive.state_learning_rate=Float(0.10758813343886009);competition.strength=Float(0.20438409673617786);memory.dopamine_sensitivity=Float(3.534689732486077);timing.stdp_window=Int(42);curiosity.scale=Float(0.11652638881619236);learning.istdp_rate=Float(0.0020501484444481665);homeostasis.homeo_eta=Float(0.24474861568183373);memory.capture_threshold=Float(0.16384586165981505);working_memory.capacity=Int(3);working_memory.decay_rate=Float(0.03560922115706122);working_memory.recurrent_strength=Float(0.6888314364801233)"
43,0.296055,4,Completed,"timing.stp_recovery_tau=Float(100.5914232462159);curiosity.surprise_threshold=Float(0.01696231896499226);timing.stdp_window=Int(20);energy.recovery_rate=Float(5.37425951202732);working_memory.recurrent_strength=Float(0.702023366035899);curiosity.habituation_rate=Float(0.9257915527075044);learning.stdp_a_minus=Float(0.038565252834364135);homeostasis.homeo_eta=Float(0.20365589060207268);learning.stdp_a_plus=Float(0.002564080547672715);memory.capture_threshold=Float(0.15020739389588297);learning.weight_decay=Float(0.002434756292899781);network.inhibitory_ratio=Float(0.10166088584849166);timing.stdp_tau_minus=Float(8.271741898095176);working_memory.decay_rate=Float(0.01246769158343498);timing.refractory_period=Int(9);homeostasis.meta_threshold=Float(0.10371847546280327);learning.base_learning_rate=Float(0.03879246422061521);learning.trace_increment=Float(0.06336363825559702);energy.max_energy=Float(100.42203511121264);network.initial_exc_weight=Float(0.06479632394499991);memory.weight_clamp=Float(2.836633298042378);memory.dopamine_sensitivity=Float(3.8257134737972436);network.initial_threshold=Float(0.2201789998729199);sleep.interval=Int(610);predictive.inference_iterations=Int(3);predictive.state_learning_rate=Float(0.11676583772449889);stp.use_fraction=Float(0.1186432378875658);competition.interval=Int(6);network.initial_inh_weight=Float(0.504532135744703);working_memory.capacity=Int(4);learning.ltp_ltd_ratio=Float(1.3173829052404926);energy.cost_fire_ratio=Float(0.038765650835997804);memory.tag_decay_rate=Float(0.008531336391002717);competition.strength=Float(0.15634436180264327);homeostasis.target_firing_rate=Float(0.04198479876201246);memory.consolidation_rate=Float(0.00396219989132653);homeostasis.homeo_interval=Int(6);curiosity.scale=Float(0.20946651730674004);energy.plasticity_cost_factor=Float(0.07138342935158486);homeostasis.memory_alpha=Float(0.045309248409538816);learning.istdp_rate=Float(0.0042650840239518055);homeostasis.meta_alpha=Float(0.013454960771476607);timing.eligibility_trace_tau=Float(151.53431505931874);timing.stdp_tau_plus=Float(34.39083773046518)"
44,0.426443,4,Completed,"curiosity.habituation_rate=Float(0.9165622720850078);learning.trace_increment=Float(0.13312527610294644);working_memory.recurrent_strength=Float(0.7249962983943978);curiosity.scale=Float(0.1737916743810735);network.initial_inh_weight=Float(0.2969960154027203);network.initial_exc_weight=Float(0.05663573354637151);energy.recovery_rate=Float(1.0393715314658758);homeostasis.homeo_interval=Int(4);learning.stdp_a_plus=Float(0.037238486405983214);timing.refractory_period=Int(5);energy.cost_fire_ratio=Float(0.07205239505089175);homeostasis.homeo_eta=Float(0.12068931459930941);energy.max_energy=Float(53.896232136501055);predictive.inference_iterations=Int(2);predictive.state_learning_rate=Float(0.07560500463601318);learning.ltp_ltd_ratio=Float(2.0650074998999495);competition.interval=Int(12);homeostasis.meta_alpha=Float(0.02400155455153472);homeostasis.target_firing_rate=Float(0.04101021935953997);learning.istdp_rate=Float(0.0044285237023440486);learning.stdp_a_minus=Float(0.011091593369862901);memory.weight_clamp=Float(1.179796313908835);stp.use_fraction=Float(0.16244830718786651);memory.dopamine_sensitivity=Float(2.7587871669695683);timing.stdp_tau_plus=Float(45.12153067745304);timing.stdp_window=Int(40);timing.stp_recovery_tau=Float(174.54580605834394);working_memory.capacity=Int(4);memory.tag_decay_rate=Float(0.020924268371640766);sleep.interval=Int(5181);timing.stdp_tau_minus=Float(17.78165704169815);network.inhibitory_ratio=Float(0.15586418031152902);learning.base_learning_rate=Float(0.034517177932783305);learning.weight_decay=Float(0.0017697595384390467);memory.consolidation_rate=Float(0.0002178291782312629);network.initial_threshold=Float(0.10967371268423129);working_memory.decay_rate=Float(0.037977458004135975);curiosity.surprise_threshold=Float(0.015144481114145479);memory.capture_threshold=Float(0.15811866333431535);competition.strength=Float(0.18058353431536434);energy.plasticity_cost_factor=Float(0.02765422295957204);homeostasis.memory_alpha=Float(0.04200409797183333);homeostasis.meta_threshold=Float(0.09630788975542129);timing.eligibility_trace_tau=Float(253.21106725679968)"
45,0.593714,3,Completed,"homeostasis.homeo_interval=Int(5);memory.weight_clamp=Float(1.1907699620795367);network.initial_threshold=Float(0.258272555041656);timing.stp_recovery_tau=Float(117.94351713451174);working_memory.decay_rate=Float(0.009325000677333446);learning.weight_decay=Float(0.00047973335360403487);memory.capture_threshold=Float(0.11987604517952448);network.initial_inh_weight=Float(0.44928148005839474);memory.dopamine_sensitivity=Float(3.2432772929880946);memory.consolidation_rate=Float(0.0048363684549546735);homeostasis.homeo_eta=Float(0.18548899952915707);competition.strength=Float(0.27782710077656136);learning.istdp_rate=Float(0.001991901015534974);timing.stdp_tau_minus=Float(25.4479282001145);timing.stdp_window=Int(18);learning.stdp_a_minus=Float(0.003639783230991984);timing.refractory_period=Int(9);learning.stdp_a_plus=Float(0.02642987158229339);timing.eligibility_trace_tau=Float(174.62839148347928);network.initial_exc_weight=Float(0.030129147535220058);homeostasis.meta_threshold=Float(0.07570155682640653);sleep.interval=Int(775);learning.base_learning_rate=Float(0.02060622952403646);memory.tag_decay_rate=Float(0.008798663282952892);competition.interval=Int(11);curiosity.scale=Float(0.048315055931060356);energy.max_energy=Float(96.30650818494766);energy.plasticity_cost_factor=Float(0.09653358474525939);homeostasis.memory_alpha=Float(0.032847080521249926);homeostasis.target_firing_rate=Float(0.10531347385498543);curiosity.surprise_threshold=Float(0.018702770081745177);predictive.state_learning_rate=Float(0.16864644330894724);learning.trace_increment=Float(0.06256176515309181);working_memory.recurrent_strength=Float(0.6495775871792756);curiosity.habituation_rate=Float(0.9039300575665967);energy.recovery_rate=Float(11.296579739613595);learning.ltp_ltd_ratio=Float(1.4724850236606981);timing.stdp_tau_plus=Float(47.13539169103266);predictive.inference_iterations=Int(1);working_memory.capacity=Int(5);network.inhibitory_ratio=Float(0.13289413087370205);stp.use_fraction=Float(0.059289723299278355);energy.cost_fire_ratio=Float(0.07862528596739872);homeostasis.meta_alpha=Float(0.018575417380448295)"
46,0.313424,2,Completed,"timing.stp_recovery_tau=Float(69.9412464327042);stp.use_fraction=Float(0.08517839767392221);timing.refractory_period=Int(2);timing.stdp_tau_minus=Float(20.39845140078069);learning.istdp_rate=Float(0.000512260587306754);curiosity.surprise_threshold=Float(0.008308343455732881);homeostasis.homeo_eta=Float(0.23260859617791338);homeostasis.target_firing_rate=Float(0.052920869258912484);learning.stdp_a_plus=Float(0.011391947342872608);memory.dopamine_sensitivity=Float(3.1017722664637892);energy.recovery_rate=Float(6.165369707431032);network.initial_inh_weight=Float(0.4671754446269887);curiosity.scale=Float(0.09834045411048932);learning.ltp_ltd_ratio=Float(2.2577241506096266);sleep.interval=Int(3008);competition.strength=Float(0.17688752079310072);learning.trace_increment=Float(0.15508697802552185);homeostasis.meta_threshold=Float(0.07169179858679227);memory.tag_decay_rate=Float(0.005047770970279298);memory.weight_clamp=Float(2.4912141611546312);memory.consolidation_rate=Float(0.0017034027112655815);network.inhibitory_ratio=Float(0.13458636497021337);network.initial_exc_weight=Float(0.06504408915411776);network.initial_threshold=Float(0.252154055925122);energy.plasticity_cost_factor=Float(0.08881251731859811);predictive.state_learning_rate=Float(0.03475092723144938);timing.eligibility_trace_tau=Float(142.0811988976973);timing.stdp_tau_plus=Float(39.410513574120245);working_memory.capacity=Int(5);homeostasis.homeo_interval=Int(3);energy.max_energy=Float(50.910237315322796);timing.stdp_window=Int(25);competition.interval=Int(5);working_memory.decay_rate=Float(0.027363118640464527);working_memory.recurrent_strength=Float(0.6893436709277666);homeostasis.memory_alpha=Float(0.046567073249390134);energy.cost_fire_ratio=Float(0.017733082977992733);homeostasis.meta_alpha=Float(0.00825382058165358);learning.base_learning_rate=Float(0.022820415982469082);learning.weight_decay=Float(0.0002688673961159931);memory.capture_threshold=Float(0.15899278238857928);predictive.inference_iterations=Int(1);learning.stdp_a_minus=Float(0.038736319452462795);curiosity.habituation_rate=Float(0.9147790650436141)"
47,0.494583,3,Completed,"memory.dopamine_sensitivity=Float(5.08216654511219);working_memory.capacity=Int(7);working_memory.decay_rate=Float(0.04354371663381897);timing.eligibility_trace_tau=Float(145.21239272905802);timing.stdp_tau_minus=Float(14.461213530614323);curiosity.habituation_rate=Float(0.9360799660762027);competition.strength=Float(0.2874477647681366);curiosity.surprise_threshold=Float(0.02048277846525488);learning.istdp_rate=Float(0.0022917501215803785);learning.ltp_ltd_ratio=Float(2.1693133495676595);homeostasis.homeo_eta=Float(0.22222089208015727);homeostasis.meta_alpha=Float(0.013061666458393836);competition.interval=Int(7);timing.refractory_period=Int(8);timing.stdp_tau_plus=Float(51.533647817916616);timing.stdp_window=Int(52);timing.stp_recovery_tau=Float(117.44127297248721);stp.use_fraction=Float(0.06842702395944554);learning.stdp_a_plus=Float(0.029858411913704693);predictive.state_learning_rate=Float(0.18605489805016082);energy.cost_fire_ratio=Float(0.04489531734839439);learning.base_learning_rate=Float(0.01550570024352188);learning.trace_increment=Float(0.1071582731341846);memory.capture_threshold=Float(0.14342373042447115);memory.consolidation_rate=Float(0.004884656484095533);learning.stdp_a_minus=Float(0.03735273329898546);homeostasis.meta_threshold=Float(0.1262127459343087);memory.tag_decay_rate=Float(0.01955899860722921);network.initial_threshold=Float(0.28148077376686986);homeostasis.target_firing_rate=Float(0.11155482979527553);curiosity.scale=Float(0.19012994340391132);sleep.interval=Int(1311);network.initial_exc_weight=Float(0.06005729234545895);working_memory.recurrent_strength=Float(0.6351974432205776);network.initial_inh_weight=Float(0.6675430797896215);memory.weight_clamp=Float(2.239319553887313);network.inhibitory_ratio=Float(0.2196547285233752);predictive.inference_iterations=Int(5);homeostasis.memory_alpha=Float(0.026809506005796024);energy.plasticity_cost_factor=Float(0.09537276946831791);energy.max_energy=Float(117.52405642008503);energy.recovery_rate=Float(7.803282212187369);homeostasis.homeo_interval=Int(9);learning.weight_decay=Float(0.0018848354410181836)"
48,0.599712,3,Completed,"curiosity.scale=Float(0.2248370854334992);homeostasis.memory_alpha=Float(0.05192501550934394);memory.capture_threshold=Float(0.07605235035904971);working_memory.capacity=Int(5);memory.consolidation_rate=Float(0.001550582722725948);stp.use_fraction=Float(0.15442257552743482);timing.stdp_tau_minus=Float(24.971017743221257);homeostasis.homeo_interval=Int(6);predictive.inference_iterations=Int(2);homeostasis.target_firing_rate=Float(0.030093454252950253);energy.plasticity_cost_factor=Float(0.03510261340418426);learning.istdp_rate=Float(0.0015748565919405913);energy.max_energy=Float(73.49432190495877);network.initial_exc_weight=Float(0.06234327152193135);timing.stdp_tau_plus=Float(44.70030653632718);competition.strength=Float(0.24882250888012875);energy.cost_fire_ratio=Float(0.07058818237869724);network.initial_inh_weight=Float(0.12316600182633056);homeostasis.homeo_eta=Float(0.0576116734551293);learning.weight_decay=Float(0.0025964776702659385);curiosity.habituation_rate=Float(0.9092522777254349);homeostasis.meta_threshold=Float(0.11651632320520383);timing.eligibility_trace_tau=Float(54.03509460250733);timing.refractory_period=Int(7);predictive.state_learning_rate=Float(0.19824994982179486);timing.stp_recovery_tau=Float(171.91336855104038);working_memory.decay_rate=Float(0.03469451435601677);memory.weight_clamp=Float(1.7814900690646587);homeostasis.meta_alpha=Float(0.0230826420092682);learning.ltp_ltd_ratio=Float(1.3944311487475483);timing.stdp_window=Int(18);learning.stdp_a_plus=Float(0.018893907990514748);learning.base_learning_rate=Float(0.05008650583333488);network.initial_threshold=Float(0.16338207592800774);memory.tag_decay_rate=Float(0.005069906053149585);curiosity.surprise_threshold=Float(0.026596484342030366);learning.trace_increment=Float(0.10201485701883559);memory.dopamine_sensitivity=Float(2.490686520582691);working_memory.recurrent_strength=Float(0.7102161532524545);competition.interval=Int(7);energy.recovery_rate=Float(1.4811359160768651);sleep.interval=Int(1795);learning.stdp_a_minus=Float(0.034723067599284244);network.inhibitory_ratio=Float(0.11796553321601022)"
49,0.329883,4,Completed,"working_memory.recurrent_strength=Float(0.5218762356606024);homeostasis.target_firing_rate=Float(0.03935681584974676);energy.plasticity_cost_factor=Float(0.06556735115721062);learning.stdp_a_minus=Float(0.038137492981771354);competition.interval=Int(9);memory.consolidation_rate=Float(0.00027101232096809254);network.initial_inh_weight=Float(0.24168678874654853);timing.eligibility_trace_tau=Float(213.34818164197452);working_memory.decay_rate=Float(0.0521662654336929);curiosity.habituation_rate=Float(0.9027043879420275);memory.tag_decay_rate=Float(0.0035641924460800816);energy.max_energy=Float(110.49001192685449);learning.trace_increment=Float(0.1647612904000006);memory.weight_clamp=Float(2.7827509301208777);homeostasis.memory_alpha=Float(0.03608307605052438);memory.dopamine_sensitivity=Float(2.796097318827197);predictive.state_learning_rate=Float(0.18278482534987497);learning.base_learning_rate=Float(0.0012822221290045934);energy.recovery_rate=Float(8.495956107856696);network.initial_threshold=Float(0.21929075115343807);memory.capture_threshold=Float(0.09502781673684432);learning.ltp_ltd_ratio=Float(1.5487511021897082);curiosity.surprise_threshold=Float(0.017746654892281315);timing.stdp_tau_minus=Float(5.921231833268243);homeostasis.homeo_eta=Float(0.1878694678884627);homeostasis.meta_threshold=Float(0.10084458192597251);homeostasis.homeo_interval=Int(2);energy.cost_fire_ratio=Float(0.020488589794954423);timing.stdp_tau_plus=Float(31.579433747469317);stp.use_fraction=Float(0.136266976975898);sleep.interval=Int(1729);competition.strength=Float(0.18239904159735867);timing.stp_recovery_tau=Float(76.0178626691964);curiosity.scale=Float(0.011886233482949024);timing.stdp_window=Int(28);learning.istdp_rate=Float(0.003198732682154219);learning.weight_decay=Float(0.004060468185828176);working_memory.capacity=Int(3);predictive.inference_iterations=Int(4);learning.stdp_a_plus=Float(0.015207465462900575);network.initial_exc_weight=Float(0.045476400446024814);network.inhibitory_ratio=Float(0.19489779213790265);homeostasis.meta_alpha=Float(0.006681990525844039);timing.refractory_period=Int(6)"
50,0.487231,4,Completed,"predictive.state_learning_rate=Float(0.1687913153364303);homeostasis.homeo_interval=Int(6);curiosity.habituation_rate=Float(0.9433978974841064);predictive.inference_iterations=Int(4);energy.max_energy=Float(69.0571239728148);timing.stdp_window=Int(53);learning.base_learning_rate=Float(0.03136866131433488);homeostasis.target_firing_rate=Float(0.08976988962846107);memory.tag_decay_rate=Float(0.019100319736427705);competition.interval=Int(5);energy.cost_fire_ratio=Float(0.048254289747740674);curiosity.surprise_threshold=Float(0.015302443605219585);learning.stdp_a_plus=Float(0.045932530343982515);network.initial_inh_weight=Float(0.5790586411671383);energy.recovery_rate=Float(2.001391096273761);homeostasis.homeo_eta=Float(0.18248760973626926);network.initial_exc_weight=Float(0.029703279123572464);stp.use_fraction=Float(0.16944476168589778);energy.plasticity_cost_factor=Float(0.014698727152938658);timing.eligibility_trace_tau=Float(273.7646597609307);curiosity.scale=Float(0.01427589360491277);learning.weight_decay=Float(0.0010527928777627632);learning.istdp_rate=Float(0.0030711494264125706);timing.stdp_tau_minus=Float(15.261681291801315);timing.stp_recovery_tau=Float(78.35934854307197);timing.refractory_period=Int(1);learning.trace_increment=Float(0.15170819327507823);learning.stdp_a_minus=Float(0.031115627488846807);working_memory.recurrent_strength=Float(0.6355973414111876);memory.capture_threshold=Float(0.0762382397256415);homeostasis.meta_alpha=Float(0.014619215158656988);working_memory.capacity=Int(3);sleep.interval=Int(1797);learning.ltp_ltd_ratio=Float(1.2586123487582925);network.inhibitory_ratio=Float(0.22467582044766188);memory.consolidation_rate=Float(0.0001314920798715884);network.initial_threshold=Float(0.15893924256296346);memory.weight_clamp=Float(2.380750984274957);memory.dopamine_sensitivity=Float(1.8316164996548596);timing.stdp_tau_plus=Float(28.68547554097266);homeostasis.meta_threshold=Float(0.1306532435423353);competition.strength=Float(0.17206473845803755);working_memory.decay_rate=Float(0.02908486800014155);homeostasis.memory_alpha=Float(0.04288557555477265)"
