trial,score,duration_ms,status,config
357,0.652264,678,Completed,"network.initial_inh_weight=Float(0.541414791727768);sleep.interval=Int(2443);memory.dopamine_sensitivity=Float(3.957210019686541);timing.refractory_period=Int(3);working_memory.capacity=Int(5);energy.plasticity_cost_factor=Float(0.038184964893894495);homeostasis.meta_threshold=Float(0.05433341105336636);working_memory.recurrent_strength=Float(0.6196403703581636);memory.capture_threshold=Float(0.1025850757380447);energy.max_energy=Float(68.20331558543334);energy.recovery_rate=Float(3.9491259443920863);learning.istdp_rate=Float(0.00265634888083589);working_memory.decay_rate=Float(0.04137399250207794);network.adaptive_threshold_multiplier=Float(1.6673268227994735);energy.cost_fire_ratio=Float(0.07482010712493678);homeostasis.meta_alpha=Float(0.01466853823831038);competition.strength=Float(0.23223214692720962);network.initial_threshold=Float(0.11735759303377885);curiosity.scale=Float(0.17043674489959068);memory.consolidation_rate=Float(0.004962191823046234);predictive.state_learning_rate=Float(0.23453471322649502);curiosity.habituation_rate=Float(0.922074090420053);stp.use_fraction=Float(0.08091574548299325);learning.base_learning_rate=Float(0.03376829711435556);homeostasis.memory_alpha=Float(0.005224379587505101);sleep.replay_noise=Float(0.052131804198057345);learning.weight_decay=Float(0.0028475967657071535);timing.eligibility_trace_tau=Float(103.50590573006913);timing.stp_recovery_tau=Float(71.9109150981323);timing.stdp_tau_plus=Float(38.13119014681577);predictive.inference_iterations=Int(4);curiosity.surprise_threshold=Float(0.03099924508389068);homeostasis.target_firing_rate=Float(0.048979904721253534);network.inhibitory_ratio=Float(0.19133469853348445);learning.trace_increment=Float(0.0957589574031902);timing.stdp_window=Int(36);memory.weight_clamp=Float(1.3826215472963224);learning.stdp_a_minus=Float(0.006077603702451476);timing.stdp_tau_minus=Float(9.738809018102197);homeostasis.homeo_interval=Int(5);network.initial_exc_weight=Float(0.050922248093626055);learning.stdp_a_plus=Float(0.045297547691570954);learning.ltp_ltd_ratio=Float(2.22866506041695);memory.tag_decay_rate=Float(0.005541045804401172);homeostasis.homeo_eta=Float(0.19422240311378206);competition.interval=Int(7)"
358,0.642079,725,Completed,"learning.istdp_rate=Float(0.0001224780669953856);learning.ltp_ltd_ratio=Float(1.1859625257053326);curiosity.surprise_threshold=Float(0.04111163935347266);memory.capture_threshold=Float(0.15808687112482425);competition.strength=Float(0.25323620004421943);network.adaptive_threshold_multiplier=Float(1.2699529848224373);curiosity.scale=Float(0.05436879271044601);competition.interval=Int(8);homeostasis.homeo_eta=Float(0.12572439134952715);network.initial_inh_weight=Float(0.5229209514388165);sleep.replay_noise=Float(0.021808898034926714);homeostasis.target_firing_rate=Float(0.09735341150484826);learning.base_learning_rate=Float(0.04864143977375735);timing.stdp_tau_minus=Float(8.250477544090357);working_memory.decay_rate=Float(0.022851423514739476);energy.recovery_rate=Float(7.123263626853764);memory.tag_decay_rate=Float(0.0022704954560078903);curiosity.habituation_rate=Float(0.9008243322318477);energy.plasticity_cost_factor=Float(0.05676700933295466);working_memory.capacity=Int(3);working_memory.recurrent_strength=Float(0.5157338740224331);learning.weight_decay=Float(0.0007488594111378443);memory.dopamine_sensitivity=Float(4.765593446969426);network.inhibitory_ratio=Float(0.13757702641598346);homeostasis.homeo_interval=Int(3);predictive.inference_iterations=Int(3);sleep.interval=Int(3722);timing.refractory_period=Int(10);timing.stp_recovery_tau=Float(94.14767615826514);memory.consolidation_rate=Float(0.0021059806606513404);energy.cost_fire_ratio=Float(0.0735261016207575);predictive.state_learning_rate=Float(0.14821890935493143);timing.stdp_tau_plus=Float(22.112807550493812);network.initial_exc_weight=Float(0.06391462947565937);network.initial_threshold=Float(0.10725390771572803);learning.trace_increment=Float(0.07890179452460767);timing.eligibility_trace_tau=Float(81.73821760149166);learning.stdp_a_minus=Float(0.01207157237410349);homeostasis.memory_alpha=Float(0.04610451267010172);memory.weight_clamp=Float(1.6080372558459728);stp.use_fraction=Float(0.051092201681130614);timing.stdp_window=Int(22);learning.stdp_a_plus=Float(0.03441479958207691);homeostasis.meta_threshold=Float(0.14877937784157214);homeostasis.meta_alpha=Float(0.01110923347135755);energy.max_energy=Float(107.08891913692675)"
359,0.632987,1144,Completed,"learning.base_learning_rate=Float(0.032782086018422175);energy.cost_fire_ratio=Float(0.06600299514271388);curiosity.habituation_rate=Float(0.9115814042895989);energy.recovery_rate=Float(3.5210558852462697);homeostasis.homeo_interval=Int(10);homeostasis.memory_alpha=Float(0.011925819246546789);learning.stdp_a_minus=Float(0.03142392971260099);network.inhibitory_ratio=Float(0.19923275124729445);homeostasis.homeo_eta=Float(0.1036430936617877);memory.weight_clamp=Float(1.2413345184739062);curiosity.surprise_threshold=Float(0.03707074803418265);homeostasis.target_firing_rate=Float(0.03336303248148482);predictive.state_learning_rate=Float(0.23875645383232189);homeostasis.meta_alpha=Float(0.023785230214191887);network.adaptive_threshold_multiplier=Float(1.4106211443223575);stp.use_fraction=Float(0.0717618725778912);timing.refractory_period=Int(2);memory.consolidation_rate=Float(0.003917057942486615);timing.stdp_tau_minus=Float(24.86696956443297);timing.stp_recovery_tau=Float(152.82836827748184);energy.plasticity_cost_factor=Float(0.05724707636685276);competition.interval=Int(5);working_memory.capacity=Int(5);working_memory.recurrent_strength=Float(0.6930865311047729);memory.dopamine_sensitivity=Float(2.056038443012172);network.initial_threshold=Float(0.21584225374177152);working_memory.decay_rate=Float(0.028767451406169552);memory.capture_threshold=Float(0.06959037362122684);timing.stdp_tau_plus=Float(51.64187530792362);learning.stdp_a_plus=Float(0.01257417707321564);network.initial_inh_weight=Float(0.6107834270947574);learning.istdp_rate=Float(0.0031130453422230308);timing.eligibility_trace_tau=Float(156.144515088793);homeostasis.meta_threshold=Float(0.0511197355345636);network.initial_exc_weight=Float(0.07989571018840552);competition.strength=Float(0.20752161678567568);learning.trace_increment=Float(0.131444064115976);timing.stdp_window=Int(22);sleep.interval=Int(2976);learning.weight_decay=Float(0.0044506843252504905);memory.tag_decay_rate=Float(0.0010326258745120432);predictive.inference_iterations=Int(3);learning.ltp_ltd_ratio=Float(1.4976252325572132);sleep.replay_noise=Float(0.0272420088265189);curiosity.scale=Float(0.20716346063817934);energy.max_energy=Float(114.0513169728339)"
360,0.629396,1617,Completed,"memory.capture_threshold=Float(0.10559970550369466);energy.max_energy=Float(105.70922878238122);network.adaptive_threshold_multiplier=Float(1.0245272399681915);timing.eligibility_trace_tau=Float(156.34033363460105);timing.stp_recovery_tau=Float(61.279118424579295);homeostasis.meta_alpha=Float(0.007924401774519217);competition.strength=Float(0.14930136912718914);homeostasis.homeo_interval=Int(1);homeostasis.meta_threshold=Float(0.1444079745315034);network.initial_threshold=Float(0.12458376614949289);energy.cost_fire_ratio=Float(0.03902842592658205);network.inhibitory_ratio=Float(0.15967633413609034);learning.ltp_ltd_ratio=Float(1.2715105519796515);memory.dopamine_sensitivity=Float(2.136748547231953);energy.recovery_rate=Float(6.105518705468978);competition.interval=Int(8);curiosity.surprise_threshold=Float(0.049796683189411814);memory.weight_clamp=Float(1.1015186282111142);working_memory.capacity=Int(3);homeostasis.target_firing_rate=Float(0.10561832897263075);learning.stdp_a_plus=Float(0.00497202422818449);curiosity.habituation_rate=Float(0.905404139168189);predictive.state_learning_rate=Float(0.059375689055159615);homeostasis.homeo_eta=Float(0.18625213442050204);timing.stdp_tau_minus=Float(10.783060556459954);energy.plasticity_cost_factor=Float(0.04612153815480916);network.initial_inh_weight=Float(0.651030342269463);sleep.replay_noise=Float(0.08784560221197214);learning.trace_increment=Float(0.13617944656549474);curiosity.scale=Float(0.16527786046389442);learning.stdp_a_minus=Float(0.04565330237118837);learning.weight_decay=Float(0.004309033815499635);timing.refractory_period=Int(2);sleep.interval=Int(2560);working_memory.decay_rate=Float(0.02645846795906743);working_memory.recurrent_strength=Float(0.7179520602146983);network.initial_exc_weight=Float(0.038294705878546165);homeostasis.memory_alpha=Float(0.012460591213884901);learning.istdp_rate=Float(0.0037203106141230815);memory.consolidation_rate=Float(0.004507630786022086);memory.tag_decay_rate=Float(0.02537051135729312);predictive.inference_iterations=Int(2);stp.use_fraction=Float(0.14411135242416323);timing.stdp_tau_plus=Float(12.24413867393605);learning.base_learning_rate=Float(0.01894966217245666);timing.stdp_window=Int(36)"
361,0.651941,704,Completed,"network.initial_threshold=Float(0.2778497644182876);predictive.state_learning_rate=Float(0.1498337371297725);homeostasis.target_firing_rate=Float(0.07724903104529926);learning.stdp_a_plus=Float(0.008264541488435247);memory.dopamine_sensitivity=Float(2.820977424695384);working_memory.capacity=Int(6);energy.cost_fire_ratio=Float(0.051652642637876015);energy.recovery_rate=Float(12.82655358776137);learning.istdp_rate=Float(0.0019146696722867598);competition.interval=Int(5);energy.plasticity_cost_factor=Float(0.09150860449334342);learning.stdp_a_minus=Float(0.01793766616306679);learning.trace_increment=Float(0.1167277797047812);memory.weight_clamp=Float(1.4928627052560595);timing.eligibility_trace_tau=Float(111.72767473890625);homeostasis.meta_alpha=Float(0.02287385762573077);timing.stdp_tau_minus=Float(18.718183794691733);learning.weight_decay=Float(0.002283884975498981);sleep.interval=Int(3059);timing.refractory_period=Int(6);competition.strength=Float(0.14421525030495025);network.inhibitory_ratio=Float(0.22033743551474472);learning.base_learning_rate=Float(0.03921958963857489);curiosity.habituation_rate=Float(0.9197270940238906);learning.ltp_ltd_ratio=Float(1.5554180176824839);homeostasis.meta_threshold=Float(0.0595490156695128);memory.tag_decay_rate=Float(0.025439584873020556);predictive.inference_iterations=Int(1);curiosity.surprise_threshold=Float(0.021215504757877326);energy.max_energy=Float(69.60400564586837);curiosity.scale=Float(0.09164554419732782);homeostasis.homeo_eta=Float(0.1445804382731627);homeostasis.homeo_interval=Int(3);network.adaptive_threshold_multiplier=Float(0.703939695307971);sleep.replay_noise=Float(0.02963337915708157);memory.capture_threshold=Float(0.1737906948951517);stp.use_fraction=Float(0.12565584111159106);timing.stdp_window=Int(12);network.initial_exc_weight=Float(0.044482553895675236);timing.stp_recovery_tau=Float(157.68723938560282);working_memory.recurrent_strength=Float(0.7208731591284445);homeostasis.memory_alpha=Float(0.05197937063220408);network.initial_inh_weight=Float(0.5095275791384112);timing.stdp_tau_plus=Float(51.76147475646843);working_memory.decay_rate=Float(0.044067231291920694);memory.consolidation_rate=Float(0.004765063637975852)"
362,0.659232,692,Completed,"learning.trace_increment=Float(0.14660351913110437);timing.refractory_period=Int(5);energy.max_energy=Float(108.05768165924998);predictive.inference_iterations=Int(2);competition.interval=Int(10);working_memory.recurrent_strength=Float(0.5823531225748251);memory.weight_clamp=Float(1.0448981430486073);curiosity.habituation_rate=Float(0.9414864056116171);network.initial_inh_weight=Float(0.5647065946982955);predictive.state_learning_rate=Float(0.10636398991718049);homeostasis.memory_alpha=Float(0.010539643364152789);sleep.interval=Int(583);timing.stdp_tau_plus=Float(14.505233749399249);learning.ltp_ltd_ratio=Float(2.3071493265002845);homeostasis.meta_threshold=Float(0.15146167585660275);energy.plasticity_cost_factor=Float(0.02785587695842978);sleep.replay_noise=Float(0.044873290980438074);working_memory.capacity=Int(5);learning.stdp_a_minus=Float(0.037024861542048135);curiosity.scale=Float(0.13110634020089784);network.adaptive_threshold_multiplier=Float(2.2808756632220177);learning.stdp_a_plus=Float(0.02813250081523613);timing.stdp_tau_minus=Float(18.2618704923107);timing.eligibility_trace_tau=Float(237.89800029199057);homeostasis.homeo_interval=Int(9);homeostasis.meta_alpha=Float(0.006314088228930274);energy.cost_fire_ratio=Float(0.07789257312842936);curiosity.surprise_threshold=Float(0.02073253629932472);network.initial_exc_weight=Float(0.0418620670986972);network.inhibitory_ratio=Float(0.24983175575030778);learning.weight_decay=Float(0.004847186385681198);stp.use_fraction=Float(0.08301870986656722);memory.consolidation_rate=Float(0.0031817400959510684);energy.recovery_rate=Float(8.396830564224356);memory.capture_threshold=Float(0.12134506498029109);memory.dopamine_sensitivity=Float(2.6388930149001286);memory.tag_decay_rate=Float(0.02093967378091525);learning.istdp_rate=Float(0.0005951849487366121);homeostasis.homeo_eta=Float(0.1694669851892318);working_memory.decay_rate=Float(0.019006526256912976);network.initial_threshold=Float(0.2617425956208591);competition.strength=Float(0.10010625971483679);learning.base_learning_rate=Float(0.029915965235539705);timing.stdp_window=Int(16);timing.stp_recovery_tau=Float(117.41429471117777);homeostasis.target_firing_rate=Float(0.0319797766865184)"
363,0.635466,819,Completed,"competition.interval=Int(6);homeostasis.homeo_eta=Float(0.17250070940994208);homeostasis.homeo_interval=Int(5);stp.use_fraction=Float(0.16217108546108266);timing.stdp_tau_minus=Float(17.84799816036783);working_memory.recurrent_strength=Float(0.5872875741187686);memory.dopamine_sensitivity=Float(4.831123851200362);homeostasis.meta_threshold=Float(0.07866144106459372);learning.weight_decay=Float(0.0018597015888941711);curiosity.habituation_rate=Float(0.9118599538940145);memory.weight_clamp=Float(2.186260076515903);predictive.inference_iterations=Int(3);timing.refractory_period=Int(4);timing.stdp_window=Int(38);network.inhibitory_ratio=Float(0.18460031053624126);learning.stdp_a_plus=Float(0.032710298416602966);network.initial_inh_weight=Float(0.265881202548249);sleep.interval=Int(2157);network.initial_threshold=Float(0.19973249810275914);homeostasis.target_firing_rate=Float(0.12572122212865416);network.initial_exc_weight=Float(0.0496115193328847);learning.stdp_a_minus=Float(0.003617289199404719);sleep.replay_noise=Float(0.10301610997948239);learning.ltp_ltd_ratio=Float(2.0738624602262545);homeostasis.meta_alpha=Float(0.018506267700229367);memory.capture_threshold=Float(0.056347445481537715);timing.eligibility_trace_tau=Float(200.20448344298742);timing.stdp_tau_plus=Float(10.994213912867526);energy.plasticity_cost_factor=Float(0.08689411102023303);competition.strength=Float(0.2304741890473464);memory.consolidation_rate=Float(0.001551201326458529);working_memory.capacity=Int(7);energy.recovery_rate=Float(7.713633974714586);homeostasis.memory_alpha=Float(0.011068013167490256);memory.tag_decay_rate=Float(0.014434968245316988);curiosity.surprise_threshold=Float(0.0022189575117591205);energy.cost_fire_ratio=Float(0.056372311605692914);energy.max_energy=Float(115.05381449010544);learning.istdp_rate=Float(0.0015674892301362684);network.adaptive_threshold_multiplier=Float(1.71875694224582);predictive.state_learning_rate=Float(0.016957056319098232);curiosity.scale=Float(0.22780735308719038);timing.stp_recovery_tau=Float(95.48473697981908);working_memory.decay_rate=Float(0.029856477522956323);learning.base_learning_rate=Float(0.03021492874930029);learning.trace_increment=Float(0.05353581458412479)"
364,0.632348,913,Completed,"competition.interval=Int(5);network.initial_threshold=Float(0.14361530059101418);learning.trace_increment=Float(0.13416145250298117);memory.capture_threshold=Float(0.17491501602924314);energy.recovery_rate=Float(6.309839290871713);learning.istdp_rate=Float(0.0015383915140382927);predictive.inference_iterations=Int(2);curiosity.scale=Float(0.08434256703461114);learning.ltp_ltd_ratio=Float(1.6856959871215969);energy.plasticity_cost_factor=Float(0.056195236585614095);network.inhibitory_ratio=Float(0.2310943909061827);timing.eligibility_trace_tau=Float(270.9644943175289);timing.stdp_window=Int(21);homeostasis.homeo_eta=Float(0.1593355206421892);learning.base_learning_rate=Float(0.0015373300836741296);stp.use_fraction=Float(0.10099797954340418);homeostasis.meta_threshold=Float(0.09750528769742356);memory.tag_decay_rate=Float(0.014815763401756006);timing.stdp_tau_plus=Float(12.865072952784848);working_memory.recurrent_strength=Float(0.5760003744335846);timing.refractory_period=Int(2);predictive.state_learning_rate=Float(0.05103242974985214);sleep.replay_noise=Float(0.05463155984753547);memory.weight_clamp=Float(1.5703159953864096);energy.max_energy=Float(64.76195885677868);network.adaptive_threshold_multiplier=Float(1.617785075939676);learning.stdp_a_plus=Float(0.046349250748136374);working_memory.decay_rate=Float(0.04246797969156596);network.initial_exc_weight=Float(0.05741224356401066);learning.weight_decay=Float(0.0007967623934375036);timing.stp_recovery_tau=Float(106.54639635620322);working_memory.capacity=Int(4);network.initial_inh_weight=Float(0.6769365756718759);competition.strength=Float(0.20063254733118988);curiosity.habituation_rate=Float(0.924157004253044);curiosity.surprise_threshold=Float(0.016513558851208903);homeostasis.target_firing_rate=Float(0.041210165180082005);memory.consolidation_rate=Float(0.0012063471507761504);homeostasis.homeo_interval=Int(3);memory.dopamine_sensitivity=Float(4.28329271177838);learning.stdp_a_minus=Float(0.03808088873025982);sleep.interval=Int(1088);timing.stdp_tau_minus=Float(21.053638264083688);homeostasis.meta_alpha=Float(0.01592230925660634);energy.cost_fire_ratio=Float(0.02127802594827442);homeostasis.memory_alpha=Float(0.02022292162413311)"
365,0.665835,776,Completed,"working_memory.recurrent_strength=Float(0.6361152707333945);learning.weight_decay=Float(0.00021621334530092158);energy.cost_fire_ratio=Float(0.07386254602201807);learning.istdp_rate=Float(0.0015612004256484102);working_memory.decay_rate=Float(0.04083345174576003);network.initial_exc_weight=Float(0.03169434177728704);energy.recovery_rate=Float(12.340136206555211);memory.tag_decay_rate=Float(0.020263072806937406);curiosity.scale=Float(0.19546043661550164);predictive.state_learning_rate=Float(0.0856222125202469);timing.stp_recovery_tau=Float(93.39073442234442);homeostasis.target_firing_rate=Float(0.04472433276817303);network.adaptive_threshold_multiplier=Float(2.430406309648046);homeostasis.meta_threshold=Float(0.1526562123682015);network.initial_threshold=Float(0.21980151993217914);learning.stdp_a_minus=Float(0.031822187524945984);energy.plasticity_cost_factor=Float(0.03321309931418232);timing.refractory_period=Int(7);learning.base_learning_rate=Float(0.008340614935462506);learning.stdp_a_plus=Float(0.015124996889877364);homeostasis.homeo_eta=Float(0.12366713572611732);working_memory.capacity=Int(6);curiosity.surprise_threshold=Float(0.02711272788748907);competition.interval=Int(10);memory.dopamine_sensitivity=Float(3.947665445960049);memory.capture_threshold=Float(0.09098761367867413);memory.weight_clamp=Float(2.7221718872250458);homeostasis.homeo_interval=Int(6);predictive.inference_iterations=Int(2);homeostasis.memory_alpha=Float(0.03836207503531176);memory.consolidation_rate=Float(0.0035079757081130465);timing.stdp_tau_plus=Float(41.11650407805958);competition.strength=Float(0.21540852135871735);energy.max_energy=Float(69.73190542071404);sleep.replay_noise=Float(0.0619528091098072);network.initial_inh_weight=Float(0.5384032524280258);sleep.interval=Int(1895);homeostasis.meta_alpha=Float(0.023373312793060513);learning.ltp_ltd_ratio=Float(2.3247920529276116);curiosity.habituation_rate=Float(0.9483430801984721);learning.trace_increment=Float(0.1683316362715167);timing.eligibility_trace_tau=Float(202.01051305094978);network.inhibitory_ratio=Float(0.1142898230148223);stp.use_fraction=Float(0.16000494440319132);timing.stdp_tau_minus=Float(12.050073985487707);timing.stdp_window=Int(29)"
366,0.630618,868,Completed,"timing.stp_recovery_tau=Float(99.70396049313806);working_memory.decay_rate=Float(0.01728538242454766);memory.consolidation_rate=Float(0.004973227458976496);energy.plasticity_cost_factor=Float(0.08218759491392122);stp.use_fraction=Float(0.16213548879887338);curiosity.habituation_rate=Float(0.907394872903683);homeostasis.memory_alpha=Float(0.0261784244506104);timing.eligibility_trace_tau=Float(267.1453073777131);working_memory.capacity=Int(4);timing.stdp_window=Int(10);memory.weight_clamp=Float(1.684577070335992);energy.max_energy=Float(86.80051377434296);network.initial_inh_weight=Float(0.4581981795742638);homeostasis.homeo_eta=Float(0.21993010478558256);homeostasis.homeo_interval=Int(9);learning.trace_increment=Float(0.12146764874259654);network.initial_threshold=Float(0.23251181434199955);sleep.replay_noise=Float(0.05580146400625852);competition.interval=Int(6);memory.capture_threshold=Float(0.1098365674516737);timing.refractory_period=Int(3);network.adaptive_threshold_multiplier=Float(2.587739515720806);working_memory.recurrent_strength=Float(0.6593746589285728);curiosity.surprise_threshold=Float(0.00710485850556401);learning.base_learning_rate=Float(0.02795396214117156);homeostasis.meta_alpha=Float(0.0027137583530772846);learning.stdp_a_minus=Float(0.03772973540744971);learning.weight_decay=Float(0.0018630123884913075);memory.tag_decay_rate=Float(0.0022379081086809534);predictive.state_learning_rate=Float(0.11133465484979904);network.initial_exc_weight=Float(0.06530920200406323);predictive.inference_iterations=Int(1);learning.stdp_a_plus=Float(0.03096739473193125);energy.recovery_rate=Float(7.271856447279419);competition.strength=Float(0.10992873683802988);homeostasis.target_firing_rate=Float(0.05378547543282282);learning.istdp_rate=Float(0.0016260247523956991);homeostasis.meta_threshold=Float(0.12367676521504223);energy.cost_fire_ratio=Float(0.05159863837566195);curiosity.scale=Float(0.01042176942816511);learning.ltp_ltd_ratio=Float(2.3235427658826913);network.inhibitory_ratio=Float(0.21052584515663933);memory.dopamine_sensitivity=Float(4.107648438799114);sleep.interval=Int(848);timing.stdp_tau_minus=Float(24.682512583602804);timing.stdp_tau_plus=Float(44.07139465540447)"
367,0.604098,656,Completed,"memory.capture_threshold=Float(0.09843555543302455);memory.consolidation_rate=Float(0.005042817873331443);timing.stdp_tau_plus=Float(51.30220324995513);timing.stdp_tau_minus=Float(13.837838567289953);learning.base_learning_rate=Float(0.005265387618510376);energy.recovery_rate=Float(12.839560273066061);homeostasis.memory_alpha=Float(0.007144307246698138);learning.ltp_ltd_ratio=Float(2.359807491851926);memory.tag_decay_rate=Float(0.010679025505827514);memory.weight_clamp=Float(2.1598286054003584);sleep.interval=Int(5186);predictive.inference_iterations=Int(2);predictive.state_learning_rate=Float(0.14914014067015147);working_memory.capacity=Int(6);timing.eligibility_trace_tau=Float(91.70835364882564);homeostasis.meta_threshold=Float(0.14685300252094236);timing.stdp_window=Int(48);homeostasis.homeo_interval=Int(4);network.initial_inh_weight=Float(0.4485997814565431);homeostasis.target_firing_rate=Float(0.0321596929808519);stp.use_fraction=Float(0.17002878900850862);learning.istdp_rate=Float(0.002372787457185981);network.initial_exc_weight=Float(0.04186905376656658);homeostasis.homeo_eta=Float(0.036775534915918374);learning.stdp_a_minus=Float(0.038248424767108734);learning.weight_decay=Float(0.0013653955044563384);sleep.replay_noise=Float(0.011591199476176687);competition.strength=Float(0.1265359423185084);competition.interval=Int(6);curiosity.scale=Float(0.1507510112227758);energy.max_energy=Float(101.52781405521739);network.adaptive_threshold_multiplier=Float(2.414341331905299);network.initial_threshold=Float(0.18201575337024772);timing.refractory_period=Int(7);working_memory.decay_rate=Float(0.022607280082909225);curiosity.surprise_threshold=Float(0.005850588104885674);working_memory.recurrent_strength=Float(0.6841066071144553);memory.dopamine_sensitivity=Float(2.8672798876341616);curiosity.habituation_rate=Float(0.9233982530709818);network.inhibitory_ratio=Float(0.14376926397526854);homeostasis.meta_alpha=Float(0.0028061679685037044);energy.cost_fire_ratio=Float(0.02117416109684253);energy.plasticity_cost_factor=Float(0.016773707649385024);learning.stdp_a_plus=Float(0.010808435309168054);timing.stp_recovery_tau=Float(101.10888393854464);learning.trace_increment=Float(0.08063754388844538)"
368,0.622922,714,Completed,"learning.stdp_a_plus=Float(0.029386122559287152);sleep.interval=Int(1972);working_memory.decay_rate=Float(0.036392059367241346);learning.weight_decay=Float(0.0017412612798999208);timing.stdp_tau_plus=Float(15.460995995779754);homeostasis.meta_threshold=Float(0.09580779403816159);curiosity.surprise_threshold=Float(0.04760004478171469);memory.weight_clamp=Float(2.1038081443644616);timing.stdp_window=Int(39);network.initial_exc_weight=Float(0.075946372613764);timing.refractory_period=Int(10);learning.istdp_rate=Float(0.00274930008241192);homeostasis.homeo_interval=Int(7);learning.base_learning_rate=Float(0.0035500665350235226);curiosity.habituation_rate=Float(0.9030189107323575);learning.ltp_ltd_ratio=Float(1.561997784432489);learning.stdp_a_minus=Float(0.02769727886437841);memory.capture_threshold=Float(0.1700953361392243);energy.cost_fire_ratio=Float(0.023790054776191255);homeostasis.meta_alpha=Float(0.006735581041717805);homeostasis.target_firing_rate=Float(0.11658050529346348);memory.consolidation_rate=Float(0.0005489086333543315);memory.dopamine_sensitivity=Float(3.375593019038344);memory.tag_decay_rate=Float(0.005638837976762755);predictive.state_learning_rate=Float(0.22493388096451153);stp.use_fraction=Float(0.11316793117745964);energy.plasticity_cost_factor=Float(0.08392339332120571);working_memory.recurrent_strength=Float(0.615540180847873);timing.stdp_tau_minus=Float(23.857503186179677);homeostasis.homeo_eta=Float(0.13524650995974583);timing.eligibility_trace_tau=Float(214.59687074287723);working_memory.capacity=Int(4);homeostasis.memory_alpha=Float(0.005062871522983274);network.adaptive_threshold_multiplier=Float(1.3459531436315628);curiosity.scale=Float(0.2339717551842266);network.inhibitory_ratio=Float(0.11491619844802567);network.initial_threshold=Float(0.214794131301994);predictive.inference_iterations=Int(3);sleep.replay_noise=Float(0.09993825079638935);competition.strength=Float(0.2327361243154705);competition.interval=Int(6);timing.stp_recovery_tau=Float(156.9726334784582);energy.max_energy=Float(52.15790274137582);energy.recovery_rate=Float(10.381558874943657);learning.trace_increment=Float(0.1601363585586977);network.initial_inh_weight=Float(0.5614234438774696)"
369,0.656855,707,Completed,"timing.eligibility_trace_tau=Float(132.2011224185585);sleep.replay_noise=Float(0.020184781195173224);learning.trace_increment=Float(0.08920625383947191);sleep.interval=Int(4194);learning.weight_decay=Float(0.004378062438347392);homeostasis.target_firing_rate=Float(0.05662033388545279);timing.stdp_window=Int(31);energy.max_energy=Float(52.03517875681519);curiosity.scale=Float(0.11510170005846342);working_memory.decay_rate=Float(0.0523246934840746);working_memory.recurrent_strength=Float(0.7178658958216817);memory.tag_decay_rate=Float(0.019031817260438535);timing.stp_recovery_tau=Float(55.19442290654276);network.initial_inh_weight=Float(0.7988852719075245);timing.refractory_period=Int(4);energy.cost_fire_ratio=Float(0.057021995663415176);energy.recovery_rate=Float(2.478496736259781);learning.base_learning_rate=Float(0.02613368695861048);network.initial_exc_weight=Float(0.07391578829705617);network.initial_threshold=Float(0.14008355309257367);memory.weight_clamp=Float(1.191651963673451);learning.stdp_a_minus=Float(0.02615975612754928);homeostasis.meta_threshold=Float(0.0531610436279236);network.inhibitory_ratio=Float(0.2424853841873085);learning.stdp_a_plus=Float(0.03230305119750627);competition.interval=Int(12);competition.strength=Float(0.248200425633276);energy.plasticity_cost_factor=Float(0.09348062716505505);curiosity.surprise_threshold=Float(0.012242519338438874);homeostasis.meta_alpha=Float(0.02537448403830046);learning.istdp_rate=Float(0.0029747091086522468);homeostasis.homeo_interval=Int(3);predictive.state_learning_rate=Float(0.03988963446577304);memory.dopamine_sensitivity=Float(3.850077013450227);working_memory.capacity=Int(6);timing.stdp_tau_minus=Float(12.290646173593274);network.adaptive_threshold_multiplier=Float(1.3980824039080373);stp.use_fraction=Float(0.13872807254985164);curiosity.habituation_rate=Float(0.9387024942249298);memory.capture_threshold=Float(0.060924976903694916);predictive.inference_iterations=Int(3);learning.ltp_ltd_ratio=Float(2.014162949289699);homeostasis.memory_alpha=Float(0.046727852805454245);homeostasis.homeo_eta=Float(0.17407117524744736);timing.stdp_tau_plus=Float(11.07454821026757);memory.consolidation_rate=Float(0.00046338295393236515)"
